sample_id,origin_segment_id,doc_id,source_file,doc_title,doc_keywords,year,page,section_guess,split,label,label_name,generator,generator_model,word_count,text,token_count
597,228_2013_evaluasi_sistem_informasi_pendaftaran_pasien_rawat_jalan_di_rumah_sakit_umum_pku_muhammadiyah_bantul__p3_b5_5,228_2013_evaluasi_sistem_informasi_pendaftaran_pasien_rawat_jalan_di_rumah_sakit_umum_pku_muhammadiyah_bantul,228_2013_evaluasi_sistem_informasi_pendaftaran_pasien_rawat_jalan_di_rumah_sakit_umum_pku_muhammadiyah_bantul.pdf,Evaluasi Sistem Informasi Pendaftaran Pasien Rawat Jalan Di Rumah Sakit Umum Pku Muhammadiyah Bantul,"Evaluasi, Sistem Informasi di Bagian Pendaftaran Pasien Rawat Jalan, Rumah, Sakit",2013,3,,train,0,human,human,human,85,"Jenis penelitian ini adalah penelitian deskriptif kualitatif. Penelitian ini memusatkan pada masalah-masalah yang bersifat aktual, terkait dengan penerapan sistem informasi pendaftaran pasien rawat jalan di Rumah Sakit Umum PKU Muhammadiyah Bantul. Penelitian ini berlangsung di Rumah Sakit Umum PKU Muhammadiyah Bantul, yang dilaksanakan mulai Bulan Juni 2012 dan berakhir pada Bulan Oktober 2012 . Subyek dalam penelitian ini adalah satu orang di bagian electronic data processing (EDP), dan dua orang tenaga kerja di bagian pengelola sistem informasi pendaftaran pasien rawat jalan di RSU PKU Muhammadiyah Bantul.",102
598,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi__p1_b4_1,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi.pdf,Faktor Penghambat Implementasi Sistem Informasi Manajemen Rumah Sakit Di Rsud Blambangan Banyuwangi,"Faktor penghambat, implementasi, SIM RS, standar prosedur operasional",2015,1,,test,0,human,human,human,144,"Penerapan Sistem Informasi Rumah Sakit (SIM RS) berbasis komputer semakin menjadi tuntutan, namun implementasinya memerlukan upaya lebih dari sekedar pengembangan SIM RS. Penelitian ini bertujuan untuk mengetahui faktor penghambat pelaksanaan SIM RS di Rumah Sakit Umum Daerah Blambangan Kabupaten Banyuwangi yang telah mengembangkan SIM RS. Penelitian ini merupakan penelitian deskriptif kualitatif dengan wawancara dan observasi sebagai petode pengambilan data pada periode September hingga Oktober 2014. Analisis akar masalah menggunakan fishbone melalui brainstorming, kemudian disepakati akar masalah yang paling penting dan dipilih alternatif solusi yang paling efektif, relatif murah, mudah dan bisa dikerjakan dalam waktu. Hasil penelitian mengidentifikasi tiga akar masalah utama kelengkapan standar prosedur operasional (SPO), kejelasan tugas pokok dan fungsi, serta supervise yang belum efektif sebagai penyebab belum optimalnya SIMRS secara maksimal. Sebagai langkah awal RS telah mengembangkan 12 SPO melalui proses pengkajian dan uji coba yang akan ditindaklanjuti dengan evaluasi implementasi berkelanjutan.",176
599,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi__p2_b1_2,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi.pdf,Faktor Penghambat Implementasi Sistem Informasi Manajemen Rumah Sakit Di Rsud Blambangan Banyuwangi,"Faktor penghambat, implementasi, SIM RS, standar prosedur operasional",2015,2,pendahuluan,test,0,human,human,human,168,"PENDAHULUAN Pihak PT. Telekomunikasi Indonesia memberikan layanan inti TELKOM E-HOSPITAL berupa penyediaan dan Perkembangan ilmu dan teknologi terutama dibidang implementasi aplikasi SIMRS berbasis Cloud, pelatihan dan komunikasi informasi dan komputerisasi telah mengubah pemeliharaan sistem (6). SIMRS di RSUD Blambangan wajah dunia dari konvensional menuju dunia modern. adalah suatu program berbasis komputer yang Pengaruh kemajuan tersebut tidak dapat dihindari, hal ini menggunakan Local Area Network (LAN), dengan berlaku juga di bidang perumahsakitan. Rumah sakit di kegiatannya berupa pengumpulan data, penyajian data, Indonesia saat ini berlomba-lomba mengembangkan diri analisa dan informasi data, yang tersimpan di data base dalam hal kualitas manajemen pelayanan kesehatan dalam bentuk modul-modul. Berdasarkan daftar layanan dengan menerapkan sistem informasi rumah sakit kerjasama dengan PT TELKOM, terdapat sebelas modul, berbasis komputer untuk mendukung perubahan dan yakni modul pendaftaran, modul gawat darurat, modul perbaikan di semua aspek dan bidang layanan, termasuk rawat jalan, modul rawat inap, modul kasir, modul rekam sarana, prasarana, finansial, perlengkapan alat-alat medik, modul penunjang, modul inventory medis, logistik serta sumber daya manusia (1,2).",220
600,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi__p2_b1_3,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi.pdf,Faktor Penghambat Implementasi Sistem Informasi Manajemen Rumah Sakit Di Rsud Blambangan Banyuwangi,"Faktor penghambat, implementasi, SIM RS, standar prosedur operasional",2015,2,,test,0,human,human,human,140,"Sejak farmasi/gudang farmasi, modul mobilisasi berlakunya Undang-Undang Nomor 14 Tahun 2008 dana/keuangan, modul jasa pelayanan/komite medis dan tentang Keterbukaan Informasi Publik (KIP) maka terakhir modul akuntansi (6). tersedianya data dan informasi mutlak dibutuhkan terutama oleh badan layanan umum seperti rumah sakit. Untuk mendukung kelancaran tugas SIMRS, telah dibentuk Data dan Informasi tersebut setiap tahunnya mengalami tim tata kelola teknologi informasi di RSUD Blambangan perubahan seiring dengan perkembangan jaman, Kabupaten Banyuwangi melalui Keputusan Direktur sehingga revisi dalam Sistem Informasi Rumah Sakit (SIRS) Nomor: 188/116/KEP/429.402/2013 tertanggal 26 April yang sudah ada saat ini mutlak dibutuhkan. 2013 yang berfungsi mengembangkan SIMRS di RSUD Blambangan Banyuwangi. Keberhasilan yang sudah SIRS adalah suatu proses pengumpulan, pengolahan dan dicapai pada saat ini adalah terwujudnya SIMRS berbasis penyajian data rumah sakit. Sesuai ketentuan Pasal 52 komputer meskipun belum sepenuhnya.",181
601,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi__p2_b1_4,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi.pdf,Faktor Penghambat Implementasi Sistem Informasi Manajemen Rumah Sakit Di Rsud Blambangan Banyuwangi,"Faktor penghambat, implementasi, SIM RS, standar prosedur operasional",2015,2,,test,0,human,human,human,169,"Rencana kerja ayat (1) Undang-Undang Nomor 44 Tahun 2009 tentang yang akan segera direalisasikan adalah wacana kerjasama rumah sakit, setiap rumah sakit wajib melakukan dengan Dinas Kependudukan dan Catatan Sipil pencatatan dan pelaporan tentang semua kegiatan (DISPENDUKCAPIL) dan Dinas Perhubungan Komunikasi penyelenggaraan rumah sakit dalam bentuk Sistem dan Informatika (DISHUBKOMINFO) Kabupaten Informasi Manajemen Rumah Sakit (SIMRS). Pasal 3 ayat 1 Banyuwangi dalam mempermudah pengambilan data dari Peraturan Menteri Kesehatan Republik Indonesia No. kependudukan, sehingga unit pendaftaran akan semakin 82 tahun 2013 tentang Sistem Informasi Manajemen mudah dan cepat dalam hal pendataan setiap pasien baru. Rumah Sakit (SIMRS) dinyatakan bahwa setiap rumah sakit wajib menyelenggarakan SIMRS (3). Berdasarkan Studi pendahuluan mengidentifikasi permasalahan perundangan tersebut Rumah Sakit Umum Daerah (RSUD) implementasi SIMRS di RSUD Blambangan Banyuwangi Blambangan Kabupaten Banyuwangi memberlakukan diantaranya karyawan sebagai pengguna belum SIMRS (4,5). Menurut Peraturan Menteri Kesehatan menggunakan aplikasi tersebut dengan alasan antara lain Republik Indonesia No. 82 tahun 2013 yang dimaksud SIMRS belum terintegrasi dengan unit laboratorium dan SIMRS adalah suatu Sistem Teknologi Informasi radiologi.",220
602,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi__p2_b1_5,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi,229_2015_faktor_penghambat_implementasi_sistem_informasi_manajemen_rumah_sakit_di_rsud_blambangan_banyuwangi.pdf,Faktor Penghambat Implementasi Sistem Informasi Manajemen Rumah Sakit Di Rsud Blambangan Banyuwangi,"Faktor penghambat, implementasi, SIM RS, standar prosedur operasional",2015,2,,test,0,human,human,human,180,"Karyawan di unit kasir belum bisa melaksanakan Komunikasi yang memproses dan mengintegrasikan SIMRS karena waktu input data dari ruang rawat inap dan seluruh alur proses pelayanan rumah sakit dalam bentuk penunjang belum tepat. Karyawan di unit farmasi jaringan koordinasi, pelaporan dan prosedur administrasi mengalami kendala dalam hal perhitungan stock obat dan untuk memperoleh informasi secara tepat dan akurat, dan belum berjalannya resep elektronik serta alasan-alasan merupakan bagian dari sistem informasi kesehatan. lainnya. Penelitian ini bertujuan untuk mengidentifikasi SIMRS memberikan kemudahan dalam menjalankan faktor penghambat yang ditemukan pada SDM, hardware, manajemen perumahsakitan (3,5,6). software, data dan local area network (LAN) dalam pelaksanaan SIMRS di RSUD Blambangan Kabupaten Terdapat lima komponen yang mendasari implementasi Banyuwangi. SIMRS yaitu sumber daya manusia (SDM), perangkat keras (hardware), perangkat lunak (software), data, jaringan (Local Area Network/LAN) (5,7). SDM sebagai pengguna METODE SIMRS merupakan faktor utama dalam penerimaan Studi ini merupakan penelitian deskriptif kualitatif. sebuah teknologi baru. Proses adopsi dalam penerapan Metode pengambilan data melalui wawancara dan SIMRS merupakan bagian perilaku manusia dan observasi di RSUD Blambangan Kabupaten Banyuwangi menentukan kelancaran penerapan SIMRS.",239
603,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem__p2_b5_1,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem.pdf,Perancangan Strategis Sistem Informasi Studi Kasus Direktorat Jenderal Penyelenggaraan Haji Dan Umrah Departem,"pendekatan ward and peppard, SISKOHAT",2012,2,,val,0,human,human,human,86,"Perencanaan Strategis Sistem Informasi Direktorat Jenderal Penyelenggaraan Haji dan Umrah diharapkan dapat memuaskan harapan dan kebutuhan dari ketiga pilar utama penyelenggaraan haji yaitu Pembinaan, Pelayanan, dan Perlindungan dalam pelaksanaan ibadah haji. Kajian ini terdiri dari berbagai analisis yang terkait dalam pemilihan strategi SI/TI, bahasan strategi SI/TI yang akan ditetapkan di Ditjen PHU, termasuk penjelasan arsitektur sistem informasi yang akan dibuat. Selain itu, makalah ini juga diharapkan bisa menjadi acuan bagi Ditjen PHU dalam pengembangan dan implementasi SI/TI sesuai dengan sasaran yang akan dicapai.",101
604,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem__p2_b9_2,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem.pdf,Perancangan Strategis Sistem Informasi Studi Kasus Direktorat Jenderal Penyelenggaraan Haji Dan Umrah Departem,"pendekatan ward and peppard, SISKOHAT",2012,2,,val,0,human,human,human,108,"Analisis lingkungan bisnis internal organisasi merupakan faktor di dalam lingkungan bisnis dalam suatu organisasi yang memengaruhi kinerja bagi organisasi. Analisis eksternal bisnis organisasi merupakan analisis terhadap lingkungan luar dari organisasi dapat memengaruhi kinerja dari organisasi tersebut. Analisis eksternal SI/TI yang menjadi trend pada saat ini yang akan digunakan untuk mendukung kegiatan organisasi perusahaan yang meliputi perangkat keras (hardware), perangkat lunak (software), infrastruktur, dan komunikasi dan lain sebagainya. Hasil analisis ini diharapkan akan menghasilkan peluang teknologi SI/TI apa yang dapat digunakan untuk mendukung strategi organisasi. Analisis internal SI/TI, memetakan kondisi teknologi yang digunakan saat ini meliputi perangkat keras, perangkat lunak, infrastruktur, dan sumber daya manusia (SDM).",133
605,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem__p2_b10_3,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem.pdf,Perancangan Strategis Sistem Informasi Studi Kasus Direktorat Jenderal Penyelenggaraan Haji Dan Umrah Departem,"pendekatan ward and peppard, SISKOHAT",2012,2,hasil_pembahasan,val,0,human,human,human,117,"Menentukan strategi SI/TI, berdasarkan hasil analisis yang telah dilakukan pada lingkungan internal dan ekternal terhadap SI/TI dan bisnis, maka dapat ditentukan strategi bisnis SI, strategi manajemen SI/TI, serta strategi TI. Strategi bisnis SI yaitu bagaimana setiap unit/fungsi bisnis organisasi akan memanfaatkan SI/TI untuk mencapai sasaran bisnisnya, portofolio aplikasi, dan gambaran arsitektur informasinya. Strategi manajemen SI/TI, mencakup elemen-elemen umum yang diterapkan melalui organisasi untuk memastikan konsistensi penerapan kebijakan SI/TI yang dibutuhkan. Strategi TI, mencakup kebijakan dan strategi bagi pengelolaan teknologi dan sumber daya manusia SI/TI. Portofolio aplikasi ke depan, dari hasil penentuan Strategis SI/TI di atas maka dapatlah ditentukan portofolio aplikasi yang akan digunakan dalam mendukung strategi bisnis organisasi.",146
606,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem__p4_b5_4,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem.pdf,Perancangan Strategis Sistem Informasi Studi Kasus Direktorat Jenderal Penyelenggaraan Haji Dan Umrah Departem,"pendekatan ward and peppard, SISKOHAT",2012,4,,val,0,human,human,human,155,"Visi dan misi Ditjen PHU adalah gambaran dari harapan dan tantangan dalam mewujudkan harapan tersebut. Pencapaian visi dan misi merupakan implementasi dari tugas, fungsi, dan kewenangan Ditjen PHU melalui tujuan strategis dan pelaksanaan program dengan memerhatikan karakteristik, nilai, dan prinsip yang ditetapkan. Visi Ditjen PHU yaitu memberikan, pelayanan, dan perlindungan kepada calon jemaah haji dan jemaah haji dalam pelaksanaan ibadah haji. Sedangkan misi dari Ditjen PHU terbagi ke dalam tiga kategori, yaitu Misi Utama atau Misi Operasional, Misi Pendukung atau Misi Manajerial, serta Misi Layanan. Misi Utama atau Misi Operasional yaitu mengemban tugas-tugas pokok Ditjen PHU untuk melaksanakan kegiatankegiatan operasional yang berkaitan dengan perumusan, pelaksanaan, dan pengamanan kebijakan teknis Ditjen PHU berdasarkan peraturan perundang-undangan yang berlaku. Misi Pendukung atau Misi Manajerial yaitu misi yang berkaitan dengan tugas-tugas manajerial dalam mengelola sumber daya yang dimiliki oleh Ditjen PHU agar mampu mendukung pelaksanaan tugastugas Ditjen PHU secara optimal. Misi Layanan adalah misi tambahan yang harus diemban oleh",191
607,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem__p4_b8_5,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem,230_2012_perancangan_strategis_sistem_informasi_studi_kasus_direktorat_jenderal_penyelenggaraan_haji_dan_umrah_departem.pdf,Perancangan Strategis Sistem Informasi Studi Kasus Direktorat Jenderal Penyelenggaraan Haji Dan Umrah Departem,"pendekatan ward and peppard, SISKOHAT",2012,4,,val,0,human,human,human,161,"Dalam melaksanakan tugas pokok dan fungsinya, Ditjen PHU dibantu oleh beberapa unit eselon II yaitu seperti dalam gambar 3. Dari gambar 3 dapat dijelaskan mengenai tugas masing-masing unit. Sekretariat Ditjen PHU memiliki tugas pelayanan teknis dan administratif bagi seluruh satuan organisasi dilingkungan Ditjen PHU. Direktorat Pembinaan Haji memiliki tugas melaksanakan sebagian tugas pokok Ditjen PHU di bidang pembinaan haji, termasuk pembinaan di bidang penyuluhan haji, bimbingan jemaah dan petugas haji, pembinaan Kelompok Bimbingan Ibadah Haji (KBIH), dan pasca haji serta jemaah haji khusus dan umrah. Direktorat Pelayanan Haji memiliki tugas melaksanakan sebagian tugas pokok Ditjen PHU di bidang pelayanan haji dan umrah, termasuk di dalamnya penyiapan dokumen, perbekalan, penyelenggaraan perjalanan, pengelolaan akomodasi, pengendalian haji dan umrah, serta ibadah haji khusus. Direktorat Pengelolaan BPIH dan Sistem Informasi Haji memiliki tugas melaksanakan sebagian tugas pokok Ditjen PHU dalam bidang pembinaan perbendaharaan, penelaahan, penerimaan, penyempurnaan, pembayaran, pembukuan, rekonsiliasi, pengarsipan, serta pelaporan keuangan yang berhubungan dengan pengelolaan dana BPIH dan pelaksanaan pengembangan sistem informasi haji.",206
608,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya__p2_b4_1,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya.pdf,Sistem Informasi Absensi Haul Berbasis Web Di Pondok Pesantren Muhyiddin Surabaya,"sistem informasi absensi, Haul, pembagian majelis peserta",2015,2,,train,0,human,human,human,104,"Acara Haul diadakan selama dua hari. Hari pertama diperuntukkan bagi para penghafal putra (hafidz), dan hari kedua untuk penghafal putri (hafidzoh). Setiap peserta diberi nomor identitas berupa kode huruf dan angka yang mengidentifikasikan kota asal dan jenis kelamin peserta. Dalam sehari, panitia dituntut untuk dapat mencatat semua peserta yang hadir yang berjumlah lebih dari lima ratus orang. Selain itu, peserta juga perlu dibagi-bagi ke dalam majelis berdasarkan urutan kedatangan da nasal kota. Dalam satu majelis berisi maksimal tiga orang yang harus berasal dari kota yang berbeda. Kemudian panitia harus mencetak kartu peserta Haul yang berisi nomor identitas dan nomor majelis peserta yang telah diabsen.",133
609,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya__p2_b5_2,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya.pdf,Sistem Informasi Absensi Haul Berbasis Web Di Pondok Pesantren Muhyiddin Surabaya,"sistem informasi absensi, Haul, pembagian majelis peserta",2015,2,,train,0,human,human,human,145,"Proses pencatatan kehadiran peserta Haul tersebut diakukan secara manual oleh beberapa panitia. Sistem manual ini menyebabkan proses absensi membutuhkan waktu lama. Oleh sebab itu, dibuatlah sebuah sistem informansi absensi untuk membantu proses absensi acara Haul. Sistem informasi absensi berbasis desktop yang telah dibuat ini ternyata hanya mampu digunakan untuk mengabsen peserta saja. Sistem tersebut belum mempunyai fasilitas registrasi peserta. Selain itu, sistem ini juga belum bisa membagi majelis secara otomatis berdasarkan urutan kedatangan dan kota asal. Sehingga proses pembagian majelis masih dilakukan secara manual. Panitia perlu memeriksa nomor identitas peserta untuk dapat melakukan proses pencatatan dan pembagian majelis. Proses penentuan majelis secara manual ini tidak hanya memakan waktu lama, namun juga membutuhkan ketelitian tinggi. Jika proses tersebut dilakukan oleh manusia, maka akan rawan sekali terjadi kekeliruan, khususnya dalam pembagian majelis. Peserta yang telah datang dan mengantri untuk diabsen pun akan keberatan jika harus menunggu lama.",171
610,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya__p2_b6_3,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya.pdf,Sistem Informasi Absensi Haul Berbasis Web Di Pondok Pesantren Muhyiddin Surabaya,"sistem informasi absensi, Haul, pembagian majelis peserta",2015,2,,train,0,human,human,human,101,"Untuk mengatasi permasalahan tersebut, maka dibutuhkan suatu sistem informasi yang dapat membantu proses absensi Haul di Pondok Pesantren Muhyiddin. Sistem informasi yang akan dibangun diharapkan dapat mempermudah dan mempercepat proses absensi peserta Haul. Dengan hanya memasukkan nama dan nomor identitas peserta yang hadir, sistem diharapkan dapat secara otomatis mencatat peserta ke dalam database kehadiran dan juga sekaligus menentukan nomor majelis peserta berdasarkan urutan kedatangan dan kota asal. Sistem juga akan dilengkapi dengan fasilitas registrasi dan undang peserta. Sehingga peserta dapat mendaftar sebagai peserta Haul tanpa harus datang ke PP. Muhyiddin Surabaya. Pihak panitia pun lebih mudah dalam mendata peserta yang diundang.",120
611,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya__p2_b7_4,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya.pdf,Sistem Informasi Absensi Haul Berbasis Web Di Pondok Pesantren Muhyiddin Surabaya,"sistem informasi absensi, Haul, pembagian majelis peserta",2015,2,,train,0,human,human,human,103,"Beberapa penelitian tentang sistem informasi absensi telah dilakukan sebelumnya. Penelitian tersebut pada umumnya berfokus pada otomasi proses absensi dan penggunaan identitas untuk proses absensi. Ada yang menggunakan sidik jari sebagai identitas, ada pula yang menggunakan nomor identitas seperti nomor induk mahasiswa sebagai identitas pembeda antara satu dengan lainnya. (Santoso, Setiawan, & Purwanto, 2010) telah membangun sistem informasi absensi untuk mencatat kehadiran dosen dan karyawan pada Universitas Kristen Petra. Sistem yang dibuat tersebut berguna untuk membantu pengambilan keputusan tentang penerimaan gaji berdasarkan presensi. Sedangkan (Subair, 2010), (Suprihatin & Nurhantara, 2011), dan (Nuh, 2012) membuat sistem informasi presensi kehadiran mahasiswa dengan menggunakan sidik jari sebagai input sistem.",137
612,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya__p4_b7_5,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya,231_2015_sistem_informasi_absensi_haul_berbasis_web_di_pondok_pesantren_muhyiddin_surabaya.pdf,Sistem Informasi Absensi Haul Berbasis Web Di Pondok Pesantren Muhyiddin Surabaya,"sistem informasi absensi, Haul, pembagian majelis peserta",2015,4,,train,0,human,human,human,148,"Sebelum acara Haul dilaksanakan, panitia telah mengirim undangan ke seribu lebih penghafal Quran di Indonesia. Selain surat undangan, mereka juga mengirim kartu identitas peserta. Kartu ini berisi nomor identitas, nama peserta, tempat tanggal lahir, dan kota asal peserta. Peserta yang telah diundang dan datang ke acara Haul diminta untuk menunjukkan surat undangan dan kartu identitas peserta. Panitia akan mencatat peserta tersebut ke daftar hadir. Panitia juga akan memastikan apakah peserta yang hadir tersebut orang yang sebenarnya atau kah wakil dari peserta yang diundang. Jika peserta yang diundang berhalangan hadir, mereka dapat mengirim utusan atau wakil sebagai pengganti. Namun merka harus memberikan surat undangan dan kartu identitasnya ke wakilnya. Jika peserta yang datang tersebut merupakan wakil, maka akan dimasukkan ke daftar peserta yang diwakilkan. Setelah itu, panitia akan menempatkan peserta yang datang tersebut ke majelis peserta. Di dalam majelis, peserta diminta untuk menghafalkan ayat-ayat Quran bersama dengan peserta lain.",179
613,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web__p1_b5_1,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web.pdf,Perancangan Sistem Informasi Administrasi Kepegawaian Cv Xyz Berbasis Web,"Administrasi, Kepegawaian, Input, Web",2014,1,pendahuluan,train,0,human,human,human,112,"Kata kunci: Administrasi, Kepegawaian, Input, Web. 1. Pendahuluan CV. XYZ Medical adalah perusahaan penjualan alat kesehatan dan rekondisi alat kesehatan. Perusahaan ini baru dibangun pada Desember 2016 lalu, dan mulai berkambang pada tahun 2017. Untuk membantu meningkatkan kinerja, perusahaan tersebut membutuhkan pegawai untuk membantu mengelolah sistem manajemen dan bagian-bagian tentu perusahaan. Bagian Human Resources Departement atau biasa disebut HRD atau merupakan salah satu bagian penting untuk mengelola Sumber Daya Manusia (SDM). Hal ini dapat membantu perusahaan untuk mengetahui informasi pegawai, seperti biodata pegawai, pegawai aktif dan non aktif, cuti, training pegawai dan lain-lain. Namun hal tersebut belum didukung oleh sistem informasi manajemen yang ada saat ini. Pengelolaan pun masih mengandalkan sistem komputerisasi",145
614,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web__p1_b6_2,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web.pdf,Perancangan Sistem Informasi Administrasi Kepegawaian Cv Xyz Berbasis Web,"Administrasi, Kepegawaian, Input, Web",2014,1,,train,0,human,human,human,112,"berbasis excel yang sistem tersebut belum berjalan secara optimal karena pegawai belum memiliki hak akses untuk melihat data informasi pribadi, membuat surat cuti masih menggunakan kertas selembaran dan tidak tersusunnya data surat-surat peringatan yang ada. Akses data juga tidak dapat dibuka dimanapun, terkadang bagian HRD harus meng-copy data agar dapat diakses ditempat lain tanpa menggunakan jaringan Local Area Network (LAN). Hal itu mengakibatkan tidak tersusunnya laporan serta informasi yang ada, kurang akuratnya data induk dengan data kopian dan membuat informasi yang harusnya bersifat tunggal menjadi memiliki copy begitu banyak. Data informasi tersebut bukan hanya dapat diakses oleh bagian HRD, tetapi pegawai pun dapat mengakses sistem informasi data yang diberikan HRD melalui web.",133
615,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web__p2_b2_3,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web,233_2014_perancangan_sistem_informasi_administrasi_kepegawaian_cv_xyz_berbasis_web.pdf,Perancangan Sistem Informasi Administrasi Kepegawaian Cv Xyz Berbasis Web,"Administrasi, Kepegawaian, Input, Web",2014,2,,train,0,human,human,human,104,"Adapun batasan masalah dalam penulisan penelitian ilmiah ini : 1. Pengembangan hanya dilakukan pada bagian sistem informasi administrasi kepegawaian, Human Resources Departemen(HRD) pada CV.XYZ Medical. 2. Sistem yang dibuat hanya berpusat pada sistem internal CV.XYZ Medical dan hanya dapat diakses melalui user yang bersangkutan. 3. Perancangan pengajian format laporan terkait data pribadi pegawai, data aktif kepegawaian dan non aktif, pengajuan cuti, laporan cuti dan surat peringatan. 4. Dalam melakukan perancangan sistem yang berjalan, penulis menggunakan Data Flow Diagram konteks, level 1 dan level 2. 5. Dalam melakukan perancangan sistem yang di usulkan, penulis menggunakan UML (Use Case Diagram, Activity Diagram, Sequence Diagram).",137
